,Address,NoOfBedrooms,NoOfBathrooms,AreaSqYards
6,"Bahria Town - Precinct 1, Bahria Town Karachi",5.0,6.0,272
3681,"North Nazimabad - Block L, North Nazimabad",2.0,2.0,100
17838,"Saadi Town - Block 2, Saadi Town",2.0,3.0,120
12261,"North Nazimabad - Block I, North Nazimabad",3.0,3.0,240
8056,"Shahmir Residency, University Road",4.0,4.0,120
11640,"Gulshan-e-Maymar - Sector Z, Gulshan-e-Maymar",4.0,5.0,200
10625,"Gwalior Cooperative Housing Society, Scheme 33",2.0,2.0,105
4692,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
6527,other,3.0,3.0,110
11137,"Bahria Town - Precinct 1, Bahria Town Karachi",4.0,4.0,272
15751,"Gwalior Cooperative Housing Society, Scheme 33",2.0,3.0,100
5499,"Diamond Tower & Shopping Mall, Gulshan-e-Maymar - Sector W",3.0,3.0,156
16283,"Emaar Crescent Bay, DHA Phase 8",4.0,5.0,292
15386,"DHA Phase 6, DHA Defence",6.0,8.0,500
2376,"Saima Arabian Villas, Gadap Town",2.0,2.0,83
5518,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
3372,other,3.0,3.0,120
2879,"DHA Phase 4, DHA Defence",3.0,3.0,300
13319,"PECHS, Jamshed Town",4.0,4.0,233
7268,"PECHS Block 6, PECHS",10.0,6.0,600
15622,"DHA Phase 6, DHA Defence",3.0,3.0,122
16196,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
11119,"Bahria Town - Precinct 35, Bahria Sports City",4.0,4.0,350
14273,"Falcon Complex New Malir, Malir",4.0,4.0,350
14628,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",3.0,3.0,152
4610,"DHA Phase 8, DHA Defence",2.0,3.0,194
6280,other,4.0,5.0,120
15205,"Falcon Complex New Malir, Malir",4.0,4.0,350
18362,"Airport, Karachi",2.0,2.0,99
12783,"Askari 5 - Sector G, Askari 5",5.0,5.0,500
14924,"Khalid Bin Walid Road, Karachi",4.0,4.0,222
8603,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
10304,"P & T Colony, Karachi",4.0,4.0,200
15125,"Askari 5, Malir Cantonment",3.0,3.0,286
5962,other,6.0,6.0,240
10537,"Government Teacher Housing Society - Sector 16-A, Scheme 33 - Sector 16-A",2.0,2.0,106
8372,"Falcon Complex New Malir, Malir",4.0,4.0,350
4780,"Tulip Tower, Saadi Road",3.0,3.0,214
8230,"Bahria Town - Precinct 27, Bahria Town Karachi",3.0,3.0,235
9347,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",6.0,7.0,400
17348,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",4.0,4.0,120
11884,"Bahria Paradise, Bahria Town Karachi",5.0,5.0,522
7523,other,10.0,6.0,198
8986,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3.0,3.0,152
1036,"Askari 5 - Sector J, Askari 5",3.0,4.0,289
12214,"Bahria Town - Precinct 2, Bahria Town Karachi",3.0,3.0,152
18365,"Gulshan-e-Maymar, Gadap Town",4.0,5.0,120
16747,"DHA Phase 4, DHA Defence",5.0,5.0,500
11062,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",6.0,6.0,120
16101,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",5.0,6.0,240
12327,"Askari 5, Malir Cantonment",4.0,4.0,333
6283,"Gulistan-e-Jauhar, Karachi",5.0,5.0,400
11742,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",9.0,9.0,240
2639,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",3.0,3.0,200
12272,"Bahria Apartments, Bahria Town Karachi",2.0,2.0,92
2317,"Askari 5 - Sector J, Askari 5",3.0,4.0,289
3983,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",2.0,2.0,100
2149,"Bahria Town - Jinnah Avenue, Bahria Town Karachi",2.0,2.0,120
3220,"Navy Housing Scheme Karsaz, Karachi",5.0,6.0,467
5791,"P & T Colony, Karachi",3.0,3.0,156
16068,"North Karachi, Karachi",2.0,2.0,80
5230,"Askari 5 - Sector G, Askari 5",5.0,5.0,500
8497,"Falcon Complex New Malir, Malir",5.0,5.0,500
15059,"Saima Presidency, Malir Cantonment",3.0,3.0,172
3092,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
2882,"Askari 5, Malir Cantonment",3.0,3.0,286
13606,"Al-Murtaza Commercial Area, DHA Phase 8",4.0,4.0,227
13413,"Emaar Panorama, DHA Phase 8",3.0,4.0,342
3602,"Civil Lines, Karachi",4.0,5.0,267
1233,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
7460,"Falaknaz Presidency, Malir",2.0,2.0,117
4142,"DHA Phase 5, DHA Defence",2.0,2.0,189
9573,"Scheme 33, Karachi",2.0,2.0,117
3007,"Clifton - Block 2, Clifton",4.0,5.0,311
16664,"Clifton - Block 9, Clifton",3.0,3.0,200
17221,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",6.0,6.0,240
12562,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
11101,"DHA Phase 6, DHA Defence",6.0,6.0,500
3788,"North Nazimabad - Block F, North Nazimabad",3.0,3.0,150
19072,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",3.0,3.0,400
3798,"North Nazimabad - Block F, North Nazimabad",3.0,3.0,161
171,"Clifton - Block 6, Clifton",4.0,6.0,592
16785,"Bahria Town - Precinct 27, Bahria Town Karachi",3.0,3.0,235
6820,"Saima Jinnah Avenue, Malir",2.0,3.0,144
553,"Bahria Town - Jinnah Avenue, Bahria Town Karachi",2.0,2.0,108
7372,"Gulshan-e-Maymar - Sector Q, Gulshan-e-Maymar",4.0,5.0,120
14653,"P & T Colony, Karachi",3.0,3.0,178
3968,other,6.0,6.0,330
17131,"Bahria Apartments, Bahria Town Karachi",4.0,4.0,328
102,"Askari 5 - Sector H, Askari 5",5.0,5.0,427
3709,other,4.0,6.0,120
14644,"PECHS Block 3, PECHS",3.0,3.0,178
2353,"Askari 4, Gulistan-e-Jauhar",3.0,3.0,256
12395,"Askari 5 - Sector H, Askari 5",5.0,5.0,427
9364,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",2.0,2.0,83
2780,"DHA Phase 8 - Zone A, DHA Phase 8",6.0,6.0,500
16990,"Frere Town, Karachi",3.0,3.0,200
10214,"Emaar Pearl Towers, Emaar Crescent Bay",3.0,5.0,272
6025,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",2.0,2.0,120
8781,"DHA Phase 6, DHA Defence",2.0,2.0,106
14959,"Gulistan-e-Jauhar - Block 20, Gulistan-e-Jauhar",2.0,2.0,100
12878,other,3.0,4.0,196
18938,"Tulip Tower, Saadi Road",3.0,3.0,211
7861,"Nazimabad, Karachi",4.0,2.0,128
5775,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",2.0,2.0,117
5725,other,2.0,2.0,100
12521,other,2.0,2.0,139
15407,"DHA Phase 7, DHA Defence",4.0,5.0,300
15769,"North Nazimabad - Block N, North Nazimabad",3.0,3.0,233
1214,"Quetta Town - Sector 18-A, Scheme 33 - Sector 18-A",3.0,3.0,100
13103,"Askari 5 - Sector J, Askari 5",4.0,4.0,367
10208,"Askari 5, Malir Cantonment",4.0,6.0,333
9067,"Bahria Sports City, Bahria Town Karachi",4.0,4.0,350
16843,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
8874,"Falcon Complex New Malir, Malir",4.0,5.0,350
15922,"DHA Phase 4, DHA Defence",4.0,5.0,300
2910,"Bahria Town - Precinct 31, Bahria Town Karachi",3.0,3.0,235
1836,"Bahria Town Karachi, Karachi",2.0,2.0,33
4307,"Gulshan-e-Iqbal - Block 13/C, Gulshan-e-Iqbal",3.0,3.0,200
11965,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3.0,3.0,200
15587,"DHA Phase 8, DHA Defence",3.0,4.0,342
15213,"Falcon Complex New Malir, Malir",4.0,4.0,350
13893,"Askari 5 - Sector J, Askari 5",3.0,3.0,289
6562,"Clifton - Block 2, Clifton",4.0,4.0,244
8079,"Falcon Complex New Malir, Malir",5.0,6.0,500
9539,"Bahadurabad, Gulshan-e-Iqbal Town",6.0,6.0,400
11544,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",4.0,5.0,261
16222,"Sea View Apartments, Karachi",3.0,4.0,300
90,"Civil Lines, Karachi",3.0,5.0,294
6363,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",3.0,3.0,150
9154,"DHA Phase 8 - Zone B, DHA Phase 8",6.0,9.0,500
17014,"Emaar Panorama, DHA Phase 8",3.0,4.0,311
10421,"Scheme 33, Karachi",5.0,5.0,500
1853,"Falaknaz Presidency, Malir",2.0,2.0,83
9802,"Askari 5 - Sector H, Askari 5",5.0,5.0,427
2543,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz",5.0,6.0,350
11528,"Bahria Town Karachi, Karachi",2.0,2.0,97
11152,"Civil Lines, Karachi",3.0,4.0,200
1493,"Bahria Town - Jinnah Avenue, Bahria Town Karachi",3.0,3.0,217
6729,"Karachi University Housing Society, Scheme 33",1.0,1.0,56
5397,"Askari 5 - Sector G, Askari 5",5.0,5.0,500
7832,"DHA Phase 2, DHA Defence",4.0,5.0,200
10247,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
7310,"DHA Phase 5, DHA Defence",5.0,5.0,500
2699,"Badar Commercial Area, DHA Phase 5",3.0,3.0,194
3106,"DHA Phase 7, DHA Defence",5.0,6.0,500
13025,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
9847,"ARY Laguna, DHA City Karachi",2.0,2.0,114
3293,"DHA Phase 7 Extension, DHA Defence",4.0,5.0,120
12258,"North Nazimabad - Block H, North Nazimabad",1.0,1.0,44
11441,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",4.0,4.0,240
4583,"Malir Cantonment, Cantt",8.0,6.0,550
17515,"Naya Nazimabad, Karachi",5.0,6.0,240
7982,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",5.0,5.0,400
7574,"Clifton - Block 8, Clifton",3.0,4.0,244
18785,"Gulshan-e-Maymar - Sector R, Gulshan-e-Maymar",2.0,3.0,120
6384,"Gulistan-e-Jauhar - Block 16, Gulistan-e-Jauhar",3.0,3.0,156
15518,"ARY Laguna, DHA City Karachi",3.0,3.0,161
10316,"DHA Phase 7, DHA Defence",6.0,6.0,500
9217,"Bahria Heights, Bahria Town Karachi",2.0,2.0,122
3125,"DHA Phase 6, DHA Defence",4.0,5.0,300
14241,"Bukhari Commercial Area, DHA Phase 6",3.0,4.0,189
12393,"Askari 5 - Sector H, Askari 5",5.0,5.0,427
12924,other,2.0,2.0,78
4721,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",3.0,3.0,144
3218,"Navy Housing Scheme Karsaz, Karachi",5.0,6.0,467
14729,"Amil Colony, Karachi",4.0,4.0,267
4242,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",2.0,2.0,117
6633,"Saima Arabian Villas, Gadap Town",2.0,2.0,120
4788,"DHA Phase 4, DHA Defence",3.0,4.0,200
4179,other,3.0,3.0,154
11142,other,4.0,4.0,272
1932,"Gulistan-e-Jauhar - Block 19, Gulistan-e-Jauhar",3.0,3.0,139
18565,"DHA Phase 6, DHA Defence",5.0,6.0,500
2221,"Bahria Town - Jinnah Avenue, Bahria Town Karachi",2.0,2.0,120
9357,"Gulistan-e-Jauhar, Karachi",2.0,2.0,111
5666,"Bahria Town - Precinct 2, Bahria Town Karachi",1.0,1.0,50
6074,"DHA Phase 6, DHA Defence",6.0,6.0,500
16744,"DHA Phase 8, DHA Defence",5.0,5.0,500
6592,"Model Colony - Malir, Malir",4.0,6.0,131
1137,"Bahria Apartments, Bahria Town Karachi",2.0,2.0,106
15607,"Bahria Town - Precinct 6, Bahria Town Karachi",5.0,5.0,250
18587,"PECHS Block 2, PECHS",2.0,2.0,120
11485,"Gulistan-e-Jauhar - Block 3, Gulistan-e-Jauhar",3.0,3.0,300
18127,"Federal B Area - Block 15, Federal B Area",3.0,3.0,120
1692,"Bahria Heights, Bahria Town Karachi",2.0,2.0,122
7793,"Bahria Town - Precinct 18, Bahria Town Karachi",2.0,2.0,35
2241,other,2.0,2.0,100
4232,"Bahria Apartments, Bahria Town Karachi",2.0,2.0,103
11538,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",3.0,3.0,150
2912,"Korangi, Karachi",2.0,2.0,83
12994,"Shah Latif Town, Bin Qasim Town",9.0,9.0,120
14884,other,2.0,2.0,87
10629,"North Nazimabad - Block J, North Nazimabad",3.0,4.0,200
11456,"Falcon Complex New Malir, Malir",4.0,5.0,350
15411,"Sehar Commercial Area, DHA Phase 7",2.0,2.0,106
13754,"Askari 5 - Sector J, Askari 5",3.0,3.0,306
19196,"De Comforts, Federal B Area - Block 8",3.0,3.0,139
6721,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3.0,3.0,200
3004,"DHA Phase 8, DHA Defence",5.0,7.0,500
17237,"DHA Phase 4, DHA Defence",3.0,3.0,200
10355,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
13614,"Jinnah Avenue, Karachi",3.0,3.0,196
12371,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",6.0,6.0,240
6043,"Bahria Town - Precinct 27, Bahria Town Karachi",3.0,3.0,235
12226,"Bahria Town - Precinct 19, Bahria Town Karachi",1.0,1.0,50
7444,"Saadi Town - Block 4, Saadi Town",3.0,3.0,110
9265,"Bahria Town Karachi, Karachi",2.0,2.0,156
14333,"Falcon Complex New Malir, Malir",5.0,5.0,500
19287,other,3.0,3.0,130
5017,"Askari 5, Malir Cantonment",3.0,3.0,286
2212,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3.0,3.0,200
9960,"Bahria Town - Precinct 35, Bahria Sports City",4.0,4.0,350
4087,"North Nazimabad - Block D, North Nazimabad",3.0,3.0,200
1435,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
4472,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
7788,"Bahria Town - Precinct 18, Bahria Town Karachi",3.0,3.0,45
7482,"North Nazimabad - Block L, North Nazimabad",4.0,5.0,450
8108,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
7223,"Falcon Complex New Malir, Malir",4.0,4.0,350
10434,"Gulshan-e-Iqbal - Block 13/C, Gulshan-e-Iqbal",2.0,2.0,117
16651,"Bahria Town - Precinct 8, Bahria Town Karachi",5.0,5.0,250
17148,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",6.0,6.0,240
18578,"Mehmoodabad Number 1, Mehmoodabad",2.0,3.0,83
3177,"Navy Housing Scheme Karsaz, Karachi",6.0,6.0,350
13019,"Clifton - Block 9, Clifton",3.0,3.0,222
13687,"Allahwala Town - Sector 31-B, Allahwala Town",2.0,2.0,56
6431,"DHA Phase 5, DHA Defence",3.0,4.0,256
18098,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",2.0,2.0,94
15680,other,3.0,3.0,167
11938,"PECHS Block 2, PECHS",3.0,3.0,172
8168,other,3.0,5.0,350
505,"Creek Vista, DHA Phase 8",3.0,3.0,361
17968,"Clifton - Block 4, Clifton",4.0,5.0,420
8956,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3.0,3.0,200
4744,"Bahria Apartments, Bahria Town Karachi",2.0,2.0,106
7019,"Model Colony - Malir, Malir",4.0,6.0,131
210,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
18604,"Mehmoodabad Number 1, Mehmoodabad",2.0,3.0,83
12977,"North Nazimabad - Block L, North Nazimabad",2.0,2.0,125
9529,"Civil Lines, Karachi",4.0,4.0,267
12961,"Bath Island, Karachi",4.0,4.0,289
15397,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3.0,3.0,200
7450,"Bahria Town - Precinct 31, Bahria Town Karachi",3.0,3.0,235
9765,"Askari 5 - Sector J, Askari 5",3.0,3.0,286
13880,"DHA Phase 6, DHA Defence",5.0,6.0,500
14661,"Gulistan-e-Jauhar - Block 20, Gulistan-e-Jauhar",2.0,2.0,156
1068,"Askari 5 - Sector J, Askari 5",5.0,6.0,375
16945,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",2.0,2.0,61
4800,"DHA Phase 5 Extension, DHA Phase 5",3.0,4.0,222
16938,"Gulistan-e-Jauhar - Block 11, Gulistan-e-Jauhar",3.0,3.0,156
17835,"Saima Jinnah Avenue, Malir",3.0,4.0,244
8698,"DHA Phase 6, DHA Defence",3.0,3.0,194
303,"Askari 5 - Sector J, Askari 5",5.0,7.0,375
10143,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",3.0,3.0,152
6174,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",3.0,3.0,167
17958,"Badar Commercial Area, DHA Phase 5",2.0,2.0,56
5577,"Shahmir Residency, University Road",4.0,4.0,120
11644,"Clifton - Block 2, Clifton",4.0,5.0,356
4510,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",3.0,3.0,150
7165,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,240
11971,"Bahria Town - Precinct 19, Bahria Town Karachi",4.0,4.0,328
14048,"Gulistan-e-Jauhar - Block 3, Gulistan-e-Jauhar",7.0,8.0,600
12421,"Askari 5, Malir Cantonment",4.0,4.0,333
10311,"Clifton - Block 3, Clifton",2.0,2.0,133
4023,"North Nazimabad - Block L, North Nazimabad",2.0,2.0,111
2150,"Bahria Town - Precinct 6, Bahria Town Karachi",2.0,2.0,103
330,"Falaknaz Dreams, Malir",3.0,4.0,120
345,"North Nazimabad - Block L, North Nazimabad",2.0,2.0,106
12997,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3.0,3.0,152
12926,"Gulistan-e-Jauhar - Block 19, Gulistan-e-Jauhar",3.0,1.0,83
1125,"HMR Waterfront, DHA Phase 8",3.0,4.0,264
10350,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
13142,"DHA Phase 4, DHA Defence",5.0,5.0,300
18717,other,3.0,3.0,150
15395,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3.0,3.0,152
14746,"North Nazimabad - Block B, North Nazimabad",2.0,2.0,122
16771,"DHA Phase 2, DHA Defence",5.0,5.0,500
16369,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,356
13380,"Tariq Road, Karachi",3.0,3.0,267
9962,"Bahria Paradise, Bahria Town Karachi",5.0,5.0,500
4693,"Gulshan-e-Jamal, Gulshan-e-Iqbal Town",3.0,3.0,300
17599,"North Karachi, Karachi",5.0,3.0,133
6434,"Khalid Bin Walid Road, Karachi",3.0,3.0,333
2253,"Emaar Pearl Towers, Emaar Crescent Bay",3.0,5.0,272
11277,"Bahria Paradise - Precinct 51, Bahria Paradise",5.0,6.0,500
18056,"North Karachi, Karachi",4.0,2.0,850
9236,"Gohar Green City, Karachi",2.0,2.0,80
12644,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
7693,"Saadi Town - Block 4, Saadi Town",6.0,6.0,240
13993,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",3.0,3.0,139
8567,"Falcon Complex New Malir, Malir",4.0,4.0,350
6507,other,3.0,3.0,165
8705,"Falaknaz Presidency, Malir",4.0,3.0,120
12285,"North Nazimabad - Block F, North Nazimabad",3.0,3.0,167
11615,"PECHS Block 6, PECHS",5.0,5.0,260
4003,other,3.0,4.0,267
5153,other,5.0,4.0,120
2567,"Navy Housing Scheme Karsaz - Phase 2, Navy Housing Scheme Karsaz",5.0,6.0,350
4642,"Navy Housing Scheme Karsaz, Karachi",5.0,6.0,467
9449,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3.0,3.0,200
16457,"Diamond City, Gulshan-e-Maymar",2.0,2.0,100
10501,"Bahadurabad, Gulshan-e-Iqbal Town",2.0,2.0,111
17426,other,4.0,4.0,120
3753,"Saima Arabian Villas, Gadap Town",2.0,2.0,120
970,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
4739,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",2.0,2.0,120
5449,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
12564,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
6397,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3.0,3.0,200
12738,"Askari 5, Malir Cantonment",3.0,3.0,286
18310,"Shahra-e-Faisal, Karachi",2.0,2.0,152
19402,other,4.0,4.0,500
15839,"Delhi Colony, Karachi",2.0,1.0,50
14517,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
2425,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",6.0,6.0,400
306,"North Nazimabad - Block F, North Nazimabad",4.0,4.0,267
11378,"Bukhari Commercial Area, DHA Phase 6",2.0,2.0,106
9163,"Bahria Town - Precinct 6, Bahria Town Karachi",2.0,2.0,116
1136,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
13613,"DHA Phase 6, DHA Defence",4.0,5.0,500
3740,"Shaheed Millat Road, Karachi",3.0,3.0,178
16081,"Askari 5 - Sector J, Askari 5",5.0,7.0,350
15078,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
17000,"Askari 5, Malir Cantonment",3.0,3.0,286
159,"Bahria Apartments, Bahria Town Karachi",2.0,2.0,106
219,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3.0,3.0,125
2815,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",3.0,3.0,156
3931,"DHA Phase 7, DHA Defence",6.0,6.0,500
6543,"Navy Housing Scheme Karsaz, Karachi",5.0,6.0,350
9760,"Askari 5 - Sector J, Askari 5",4.0,4.0,330
13568,"Bahria Town - Precinct 6, Bahria Town Karachi",3.0,3.0,139
16366,"Frere Town, Karachi",3.0,3.0,200
17049,"Korangi, Karachi",2.0,1.0,52
2918,"Bahria Sports City, Bahria Town Karachi",5.0,5.0,350
10691,"Bahria Sports City, Bahria Town Karachi",4.0,4.0,350
12435,"Askari 5, Malir Cantonment",3.0,3.0,249
16191,"DHA Phase 5, DHA Defence",3.0,4.0,250
13536,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",4.0,4.0,106
11078,"DHA Phase 6, DHA Defence",6.0,7.0,500
5441,"Gulshan-e-Maymar - Sector Z, Gulshan-e-Maymar",4.0,6.0,200
13816,"DHA Phase 6, DHA Defence",3.0,3.0,128
3716,"Shamsi Society, Shah Faisal Town",2.0,2.0,100
17017,"Civil Lines, Karachi",4.0,5.0,311
15484,"Emaar The Views, DHA Phase 8",2.0,4.0,212
12354,"North Nazimabad - Block F, North Nazimabad",2.0,2.0,111
13734,other,6.0,5.0,120
7377,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",4.0,4.0,267
240,"Malir Cantonment, Cantt",5.0,5.0,375
3431,"DHA Phase 5, DHA Defence",5.0,5.0,500
4239,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,4.0,333
8140,"Shahmir Residency, University Road",4.0,4.0,120
1876,other,4.0,4.0,60
6776,"Khalid Bin Walid Road, Karachi",3.0,3.0,189
7089,"Askari 5 - Sector G, Askari 5",5.0,5.0,500
13649,"North Nazimabad - Block L, North Nazimabad",3.0,3.0,264
1163,other,4.0,4.0,120
203,"Bahria Hills, Bahria Town Karachi",2.0,2.0,103
13389,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
7187,other,2.0,2.0,117
8491,"Creek Vista, DHA Phase 8",4.0,5.0,410
16429,"Khalid Bin Walid Road, Karachi",3.0,3.0,194
6186,"Askari 5 - Sector J, Askari 5",3.0,4.0,305
11468,"Bahria Apartments, Bahria Town Karachi",2.0,2.0,106
4862,other,3.0,4.0,194
11335,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",4.0,4.0,120
9134,"Bahria Central Park Apartments, Bahria Town Karachi",2.0,2.0,122
15338,"DHA Phase 6, DHA Defence",5.0,5.0,300
11833,"DHA Phase 7 Extension, DHA Defence",4.0,4.0,100
13703,"Gulshan-e-Iqbal - Block 17, Gulshan-e-Iqbal",3.0,3.0,144
15595,"Clifton - Block 5, Clifton",4.0,4.0,378
17477,"Sea View Apartments, Karachi",3.0,3.0,256
16343,"Garden West, Karachi",2.0,2.0,106
11390,"Grey Noor Tower & Shopping Mall, Scheme 33",3.0,3.0,139
6940,"Shaz Residency, Gulshan-e-Iqbal Town",2.0,2.0,89
13727,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",3.0,3.0,240
13232,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3.0,3.0,200
1888,"DHA Phase 7 Extension, DHA Defence",7.0,6.0,500
9024,"DHA Phase 6, DHA Defence",4.0,5.0,500
13355,"Bahria Town - Precinct 20, Bahria Town Karachi",6.0,7.0,500
17860,"Gulshan-e-Maymar, Gadap Town",2.0,2.0,94
6742,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3.0,3.0,200
7525,"Federal B Area - Block 10, Federal B Area",3.0,3.0,350
12379,"Bahria Town - Precinct 8, Bahria Town Karachi",5.0,5.0,250
4193,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
18151,"Shaheed Millat Road, Karachi",3.0,4.0,194
2213,"Bahria Town - Precinct 31, Bahria Town Karachi",3.0,3.0,235
5281,"Askari 5 - Sector H, Askari 5",5.0,5.0,427
2902,"Askari 5 - Sector J, Askari 5",6.0,6.0,375
10258,"Harmain Royal Residency, Gulshan-e-Iqbal Town",3.0,3.0,161
6726,"Lakhani Fantasia, Scheme 33",1.0,1.0,56
16253,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",7.0,8.0,418
6289,other,3.0,3.0,120
16278,"DHA Phase 8, DHA Defence",4.0,5.0,100
3537,other,4.0,5.0,150
10275,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
8919,"North Karachi - Sector 7-D1, North Karachi",4.0,5.0,120
13935,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",4.0,4.0,200
3764,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",3.0,3.0,240
7031,"Gulistan-e-Jauhar - Block 19, Gulistan-e-Jauhar",4.0,4.0,120
5284,"Askari 5 - Sector H, Askari 5",5.0,5.0,427
3140,"DHA Phase 8, DHA Defence",6.0,6.0,500
4178,other,2.0,2.0,132
2096,"Bahria Town - Jinnah Avenue, Bahria Town Karachi",2.0,2.0,120
6231,"Federal B Area - Block 15, Federal B Area",2.0,2.0,78
38,"Bahria Apartments, Bahria Town Karachi",2.0,2.0,106
18914,"Rahat Commercial Area, DHA Phase 6",2.0,2.0,94
2705,"Bahria Town - Precinct 31, Bahria Town Karachi",3.0,3.0,235
11187,"Karachi Administration Employees Society, Jamshed Town",4.0,3.0,130
3874,other,2.0,2.0,120
1613,"Noman Residencia, Scheme 33",2.0,2.0,122
1318,"Askari 5, Malir Cantonment",4.0,4.0,333
8342,"Falcon Complex New Malir, Malir",5.0,5.0,500
2524,"Navy Housing Scheme Karsaz - Phase 1, Navy Housing Scheme Karsaz",5.0,6.0,350
1351,"DHA Phase 4, DHA Defence",4.0,4.0,300
3417,"North Nazimabad - Block F, North Nazimabad",3.0,3.0,183
9692,"Falcon Complex New Malir, Malir",5.0,5.0,500
10711,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3.0,3.0,200
10587,"Khalid Bin Walid Road, Karachi",2.0,2.0,122
